   2.7202248e+03   2.6837028e+03   2.6469979e+03   2.6105051e+03   2.5740123e+03   2.5346868e+03   2.4937828e+03   2.4532208e+03   2.4126589e+03   2.3709801e+03   2.3289404e+03   2.2877313e+03   2.2465222e+03   2.2046217e+03   2.1619016e+03   2.1204635e+03   2.0790254e+03   2.0372970e+03   1.9942922e+03   1.9530546e+03   1.9118169e+03   1.8705792e+03   1.8274980e+03   1.7865186e+03   1.7455392e+03   1.7045599e+03   1.6620189e+03   1.6211735e+03   1.5803280e+03   1.5394826e+03   1.4987452e+03   1.4588079e+03   1.4188811e+03   1.3789543e+03   1.3420994e+03   1.3090752e+03   1.2763273e+03   1.2435793e+03   1.2127464e+03   1.1863044e+03   1.1606489e+03   1.1349934e+03   1.1095338e+03   1.0846856e+03   1.0599694e+03   1.0352533e+03   1.0114111e+03   9.8994277e+02   9.6674884e+02   9.4355490e+02   9.2115761e+02   9.1259850e+02   9.0360494e+02   8.9461138e+02   8.8561782e+02   8.8789333e+02   8.9254115e+02   8.9718897e+02   9.0183679e+02   9.0776045e+02   9.1222348e+02   9.1668650e+02   9.2114953e+02   9.2745621e+02   9.3053130e+02   9.3329414e+02   9.3605698e+02   9.4278735e+02   9.5363772e+02   9.6462493e+02   9.7561215e+02   9.8757781e+02   1.0050238e+03   1.0244565e+03   1.0438892e+03   1.0620550e+03   1.0786552e+03   1.0969976e+03   1.1153399e+03   1.1336427e+03   1.1519662e+03   1.1707128e+03   1.1894594e+03   1.2082060e+03   1.2358588e+03   1.2641610e+03   1.2924631e+03   1.3207653e+03   1.3569975e+03   1.3955234e+03   1.4340493e+03   1.4725752e+03   1.5135260e+03   1.5543956e+03   1.5952651e+03   1.6361347e+03   1.6789425e+03   1.7214334e+03   1.7636965e+03   1.8059595e+03   1.8500508e+03   1.8943882e+03   1.9380991e+03   1.9818100e+03   2.0269505e+03   2.0731856e+03   2.1183389e+03   2.1634922e+03   2.2093571e+03   2.2568190e+03   2.3030438e+03   2.3492687e+03   2.3955959e+03   2.4428361e+03   2.4894010e+03   2.5359660e+03   2.5825309e+03   2.6258395e+03   2.6668259e+03   2.7078123e+03
   2.6990182e+03   2.6624962e+03   2.6236516e+03   2.5869368e+03   2.5504440e+03   2.5111185e+03   2.4690168e+03   2.4281063e+03   2.3875444e+03   2.3458656e+03   2.3023106e+03   2.2602610e+03   2.2190519e+03   2.1771514e+03   2.1330753e+03   2.0903440e+03   2.0489059e+03   2.0071774e+03   1.9630803e+03   1.9200635e+03   1.8788258e+03   1.8375881e+03   1.7937860e+03   1.7506330e+03   1.7096536e+03   1.6686743e+03   1.6258612e+03   1.5829750e+03   1.5421296e+03   1.5012841e+03   1.4605468e+03   1.4198528e+03   1.3799122e+03   1.3399855e+03   1.3031306e+03   1.2684871e+03   1.2354549e+03   1.2027069e+03   1.1718740e+03   1.1433863e+03   1.1169325e+03   1.0912770e+03   1.0658174e+03   1.0407787e+03   1.0159290e+03   9.9121291e+02   9.6737071e+02   9.4736314e+02   9.2590828e+02   9.0271434e+02   8.8031705e+02   8.7196855e+02   8.6341217e+02   8.5441861e+02   8.4542505e+02   8.4735158e+02   8.5054696e+02   8.5519478e+02   8.5984260e+02   8.6588866e+02   8.7219276e+02   8.7665579e+02   8.8111881e+02   8.8742549e+02   8.9469115e+02   8.9778525e+02   9.0054808e+02   9.0727846e+02   9.1758580e+02   9.2843329e+02   9.3942051e+02   9.5138617e+02   9.6485715e+02   9.8227801e+02   1.0017107e+03   1.0198765e+03   1.0344738e+03   1.0510583e+03   1.0694006e+03   1.0877034e+03   1.1057415e+03   1.1240620e+03   1.1428086e+03   1.1615552e+03   1.1889727e+03   1.2166382e+03   1.2449404e+03   1.2732426e+03   1.3092980e+03   1.3467229e+03   1.3852487e+03   1.4237746e+03   1.4647322e+03   1.5065674e+03   1.5474370e+03   1.5883066e+03   1.6311144e+03   1.6752021e+03   1.7177007e+03   1.7599638e+03   1.8040550e+03   1.8502051e+03   1.8945528e+03   1.9382637e+03   1.9834042e+03   2.0313399e+03   2.0775867e+03   2.1227400e+03   2.1686049e+03   2.2172053e+03   2.2646772e+03   2.3109020e+03   2.3572293e+03   2.4048287e+03   2.4520732e+03   2.4986382e+03   2.5452031e+03   2.5891046e+03   2.6322625e+03   2.6732489e+03
   2.6778116e+03   2.6412896e+03   2.6024450e+03   2.5636004e+03   2.5268757e+03   2.4875501e+03   2.4454485e+03   2.4033468e+03   2.3624299e+03   2.3207511e+03   2.2771961e+03   2.2336410e+03   2.1915815e+03   2.1496810e+03   2.1056049e+03   2.0615288e+03   2.0187864e+03   1.9770579e+03   1.9329607e+03   1.8888636e+03   1.8458347e+03   1.8045970e+03   1.7607949e+03   1.7169332e+03   1.6737680e+03   1.6327887e+03   1.5899756e+03   1.5468270e+03   1.5039312e+03   1.4630857e+03   1.4223483e+03   1.3816544e+03   1.3409604e+03   1.3010166e+03   1.2641617e+03   1.2295182e+03   1.1948747e+03   1.1618345e+03   1.1310016e+03   1.1025140e+03   1.0740263e+03   1.0475605e+03   1.0221009e+03   9.9706220e+02   9.7202352e+02   9.4717254e+02   9.2333034e+02   9.0332277e+02   8.8331520e+02   8.6187379e+02   8.3947649e+02   8.3112799e+02   8.2277949e+02   8.1422583e+02   8.0523227e+02   8.0715880e+02   8.1001278e+02   8.1320060e+02   8.1784842e+02   8.2389447e+02   8.3031272e+02   8.3662507e+02   8.4108810e+02   8.4739478e+02   8.5466044e+02   8.6192610e+02   8.6503919e+02   8.7176956e+02   8.8207690e+02   8.9238424e+02   9.0322887e+02   9.1519454e+02   9.2866551e+02   9.4213648e+02   9.5953219e+02   9.7769802e+02   9.9229537e+02   1.0068927e+03   1.0234614e+03   1.0417641e+03   1.0598022e+03   1.0778402e+03   1.0961578e+03   1.1149044e+03   1.1423219e+03   1.1697559e+03   1.1974177e+03   1.2257199e+03   1.2617753e+03   1.2990287e+03   1.3364482e+03   1.3749740e+03   1.4159317e+03   1.4577696e+03   1.4996075e+03   1.5404785e+03   1.5832862e+03   1.6273739e+03   1.6714616e+03   1.7139680e+03   1.7580592e+03   1.8042093e+03   1.8503594e+03   1.8947174e+03   1.9398579e+03   1.9877936e+03   2.0357293e+03   2.0819878e+03   2.1278527e+03   2.1764531e+03   2.2250535e+03   2.2725354e+03   2.3188626e+03   2.3664621e+03   2.4140615e+03   2.4613104e+03   2.5078753e+03   2.5517768e+03   2.5955160e+03   2.6386855e+03
   2.6566050e+03   2.6200829e+03   2.5812384e+03   2.5423938e+03   2.5035492e+03   2.4639818e+03   2.4218801e+03   2.3797785e+03   2.3376769e+03   2.2956366e+03   2.2520816e+03   2.2085266e+03   2.1649715e+03   2.1222107e+03   2.0781346e+03   2.0340585e+03   1.9899824e+03   1.9469384e+03   1.9028412e+03   1.8587441e+03   1.8146469e+03   1.7716060e+03   1.7278039e+03   1.6839421e+03   1.6400804e+03   1.5969031e+03   1.5540900e+03   1.5109414e+03   1.4677929e+03   1.4248873e+03   1.3841499e+03   1.3434559e+03   1.3027620e+03   1.2620680e+03   1.2251929e+03   1.1905494e+03   1.1559059e+03   1.1212624e+03   1.0901292e+03   1.0616416e+03   1.0331539e+03   1.0046663e+03   9.7838441e+02   9.5334573e+02   9.2830705e+02   9.0326837e+02   8.7928997e+02   8.5928240e+02   8.3927483e+02   8.1926726e+02   7.9863594e+02   7.9028744e+02   7.8193893e+02   7.7359043e+02   7.6503949e+02   7.6696602e+02   7.6982000e+02   7.7267398e+02   7.7585423e+02   7.8190029e+02   7.8831853e+02   7.9473678e+02   8.0105738e+02   8.0736406e+02   8.1462972e+02   8.2189538e+02   8.2916104e+02   8.3626067e+02   8.4656801e+02   8.5687535e+02   8.6718269e+02   8.7900290e+02   8.9247387e+02   9.0594484e+02   9.1941582e+02   9.3551954e+02   9.5011689e+02   9.6471423e+02   9.7931158e+02   9.9582485e+02   1.0138629e+03   1.0319010e+03   1.0499390e+03   1.0682536e+03   1.0956711e+03   1.1231050e+03   1.1505390e+03   1.1781972e+03   1.2142526e+03   1.2515060e+03   1.2887593e+03   1.3261735e+03   1.3671311e+03   1.4089690e+03   1.4508070e+03   1.4926449e+03   1.5354581e+03   1.5795458e+03   1.6236335e+03   1.6677212e+03   1.7120635e+03   1.7582135e+03   1.8043636e+03   1.8505137e+03   1.8963116e+03   1.9442473e+03   1.9921830e+03   2.0401187e+03   2.0871006e+03   2.1357009e+03   2.1843013e+03   2.2329016e+03   2.2804960e+03   2.3280954e+03   2.3756948e+03   2.4232943e+03   2.4705475e+03   2.5144490e+03   2.5581882e+03   2.6019273e+03
   2.6376294e+03   2.5985887e+03   2.5597442e+03   2.5208996e+03   2.4820550e+03   2.4402254e+03   2.3978397e+03   2.3557381e+03   2.3136364e+03   2.2699639e+03   2.2257500e+03   2.1821949e+03   2.1386399e+03   2.0942798e+03   2.0491589e+03   2.0050828e+03   1.9610067e+03   1.9166142e+03   1.8710709e+03   1.8269738e+03   1.7828766e+03   1.7387795e+03   1.6930830e+03   1.6492213e+03   1.6053595e+03   1.5614978e+03   1.5163094e+03   1.4731608e+03   1.4300122e+03   1.3868637e+03   1.3436092e+03   1.3029152e+03   1.2622213e+03   1.2215273e+03   1.1833824e+03   1.1486878e+03   1.1140443e+03   1.0794008e+03   1.0472961e+03   1.0187259e+03   9.9023823e+02   9.6175061e+02   9.3406772e+02   9.0875960e+02   8.8372092e+02   8.5868224e+02   8.3434937e+02   8.1381787e+02   7.9381030e+02   7.7380273e+02   7.5447976e+02   7.4674469e+02   7.3839619e+02   7.3004769e+02   7.2169918e+02   7.2590536e+02   7.2875934e+02   7.3161332e+02   7.3446730e+02   7.4246997e+02   7.4888822e+02   7.5530646e+02   7.6172471e+02   7.7056317e+02   7.7782883e+02   7.8509449e+02   7.9236015e+02   8.0075050e+02   8.1097998e+02   8.2128732e+02   8.3159466e+02   8.4120518e+02   8.5360005e+02   8.6707102e+02   8.8054200e+02   8.9280101e+02   9.0538441e+02   9.1998176e+02   9.3457910e+02   9.4893798e+02   9.6443347e+02   9.8247152e+02   1.0005096e+03   1.0185476e+03   1.0450915e+03   1.0725255e+03   1.0999594e+03   1.1273934e+03   1.1646642e+03   1.2019176e+03   1.2391710e+03   1.2764243e+03   1.3183157e+03   1.3601536e+03   1.4019915e+03   1.4438295e+03   1.4879441e+03   1.5320469e+03   1.5761346e+03   1.6202223e+03   1.6663848e+03   1.7128679e+03   1.7590180e+03   1.8051680e+03   1.8530529e+03   1.9019031e+03   1.9498388e+03   1.9977745e+03   2.0465033e+03   2.0963925e+03   2.1449929e+03   2.1935932e+03   2.2423279e+03   2.2914349e+03   2.3390343e+03   2.3866338e+03   2.4342332e+03   2.4798932e+03   2.5236323e+03   2.5673715e+03
   2.6182783e+03   2.5791800e+03   2.5380657e+03   2.4992211e+03   2.4603765e+03   2.4185470e+03   2.3737921e+03   2.3313952e+03   2.2892936e+03   2.2456211e+03   2.1993091e+03   2.1550836e+03   2.1115285e+03   2.0671685e+03   2.0202756e+03   1.9751427e+03   1.9310666e+03   1.8866742e+03   1.8397014e+03   1.7941461e+03   1.7500489e+03   1.7059517e+03   1.6591639e+03   1.6133923e+03   1.5695306e+03   1.5256688e+03   1.4797452e+03   1.4341662e+03   1.3910177e+03   1.3478691e+03   1.3043073e+03   1.2608740e+03   1.2201801e+03   1.1794861e+03   1.1413412e+03   1.1050313e+03   1.0703297e+03   1.0356862e+03   1.0035814e+03   9.7458595e+02   9.4601360e+02   9.1752597e+02   8.8984309e+02   8.6388968e+02   8.3857770e+02   8.1353902e+02   7.8920615e+02   7.6797015e+02   7.4743347e+02   7.2742590e+02   7.0810293e+02   7.0085288e+02   6.9312244e+02   6.8477394e+02   6.7642544e+02   6.8175914e+02   6.8714272e+02   6.8999670e+02   6.9285068e+02   7.0153072e+02   7.1110029e+02   7.1751854e+02   7.2393679e+02   7.3291438e+02   7.4309693e+02   7.5036259e+02   7.5762825e+02   7.6601860e+02   7.7542293e+02   7.8564860e+02   7.9595594e+02   8.0556646e+02   8.1410497e+02   8.2647902e+02   8.3995000e+02   8.5220901e+02   8.6105408e+02   8.7361321e+02   8.8821056e+02   9.0256944e+02   9.1533309e+02   9.3080632e+02   9.4884438e+02   9.6688243e+02   9.9287626e+02   1.0194292e+03   1.0468632e+03   1.0742971e+03   1.1121206e+03   1.1510059e+03   1.1882593e+03   1.2255127e+03   1.2676578e+03   1.3113287e+03   1.3531666e+03   1.3950045e+03   1.4391192e+03   1.4847374e+03   1.5288466e+03   1.5729343e+03   1.6190968e+03   1.6675957e+03   1.7140887e+03   1.7602388e+03   1.8081237e+03   1.8594003e+03   1.9082646e+03   1.9562003e+03   2.0049291e+03   2.0567067e+03   2.1066093e+03   2.1552096e+03   2.2039443e+03   2.2543479e+03   2.3034668e+03   2.3510662e+03   2.3986656e+03   2.4452429e+03   2.4908522e+03   2.5345914e+03
   2.5989273e+03   2.5598289e+03   2.5186667e+03   2.4775427e+03   2.4386981e+03   2.3968685e+03   2.3521137e+03   2.3073588e+03   2.2649507e+03   2.2212782e+03   2.1749663e+03   2.1286544e+03   2.0844172e+03   2.0400572e+03   1.9931642e+03   1.9462713e+03   1.9011266e+03   1.8567341e+03   1.8097614e+03   1.7627887e+03   1.7172212e+03   1.6731240e+03   1.6263362e+03   1.5794858e+03   1.5337016e+03   1.4898399e+03   1.4439163e+03   1.3976154e+03   1.3520231e+03   1.3088745e+03   1.2653128e+03   1.2215850e+03   1.1781389e+03   1.1374450e+03   1.0993001e+03   1.0629901e+03   1.0266802e+03   9.9197151e+02   9.5986677e+02   9.3087130e+02   9.0187583e+02   8.7330134e+02   8.4561846e+02   8.1966505e+02   7.9371164e+02   7.6839580e+02   7.4406293e+02   7.2282693e+02   7.0159093e+02   6.8104906e+02   6.6172609e+02   6.5447605e+02   6.4722600e+02   6.3950020e+02   6.3115170e+02   6.3648540e+02   6.4298114e+02   6.4838008e+02   6.5123406e+02   6.5991410e+02   6.7014495e+02   6.7973061e+02   6.8614886e+02   6.9512646e+02   7.0543530e+02   7.1563069e+02   7.2289635e+02   7.3128671e+02   7.4069103e+02   7.5009536e+02   7.6031722e+02   7.6992774e+02   7.7846625e+02   7.8700476e+02   7.9935800e+02   8.1161701e+02   8.2046208e+02   8.2930716e+02   8.4184202e+02   8.5620089e+02   8.6896455e+02   8.8172820e+02   8.9717918e+02   9.1521723e+02   9.4121106e+02   9.6721998e+02   9.9376694e+02   1.0212009e+03   1.0590243e+03   1.0984532e+03   1.1373477e+03   1.1746010e+03   1.2167461e+03   1.2606620e+03   1.3043417e+03   1.3461796e+03   1.3902943e+03   1.4359124e+03   1.4815306e+03   1.5256463e+03   1.5718088e+03   1.6203077e+03   1.6688067e+03   1.7153096e+03   1.7631944e+03   1.8144711e+03   1.8657478e+03   1.9146262e+03   1.9633550e+03   2.0151325e+03   2.0669100e+03   2.1168261e+03   2.1655608e+03   2.2159644e+03   2.2663680e+03   2.3154986e+03   2.3630981e+03   2.4096753e+03   2.4561902e+03   2.5018113e+03
   2.5795762e+03   2.5404779e+03   2.4993157e+03   2.4581535e+03   2.4170197e+03   2.3751901e+03   2.3304352e+03   2.2856804e+03   2.2409255e+03   2.1969354e+03   2.1506235e+03   2.1043115e+03   2.0579996e+03   2.0129458e+03   1.9660529e+03   1.9191600e+03   1.8722671e+03   1.8267941e+03   1.7798214e+03   1.7328486e+03   1.6858759e+03   1.6402963e+03   1.5935085e+03   1.5466581e+03   1.4998078e+03   1.4540109e+03   1.4080873e+03   1.3617864e+03   1.3154855e+03   1.2698800e+03   1.2263182e+03   1.1825904e+03   1.1388627e+03   1.0954038e+03   1.0572589e+03   1.0209489e+03   9.8463900e+02   9.4832906e+02   9.1615213e+02   8.8715666e+02   8.5816119e+02   8.2916571e+02   8.0139382e+02   7.7544041e+02   7.4948701e+02   7.2353360e+02   6.9891970e+02   6.7768370e+02   6.5644771e+02   6.3521171e+02   6.1534926e+02   6.0809921e+02   6.0084917e+02   5.9359912e+02   5.8587795e+02   5.9121165e+02   5.9770739e+02   6.0420313e+02   6.0961744e+02   6.1829748e+02   6.2852833e+02   6.3875919e+02   6.4836093e+02   6.5733853e+02   6.6764738e+02   6.7795622e+02   6.8816446e+02   6.9655481e+02   7.0595913e+02   7.1536346e+02   7.2476779e+02   7.3428902e+02   7.4282753e+02   7.5136604e+02   7.5990454e+02   7.7102501e+02   7.7987008e+02   7.8871516e+02   7.9756024e+02   8.0983235e+02   8.2259600e+02   8.3535966e+02   8.4812331e+02   8.6355204e+02   8.8954587e+02   9.1555479e+02   9.4156370e+02   9.6810465e+02   1.0059281e+03   1.0453569e+03   1.0847857e+03   1.1236894e+03   1.1658345e+03   1.2097504e+03   1.2536662e+03   1.2973546e+03   1.3414693e+03   1.3870875e+03   1.4327057e+03   1.4783239e+03   1.5245208e+03   1.5730197e+03   1.6215187e+03   1.6700176e+03   1.7182652e+03   1.7695419e+03   1.8208186e+03   1.8720952e+03   1.9217808e+03   1.9735584e+03   2.0253359e+03   2.0771134e+03   2.1271772e+03   2.1775808e+03   2.2279844e+03   2.2783880e+03   2.3275305e+03   2.3741077e+03   2.4206226e+03   2.4671375e+03
   2.5618957e+03   2.5209560e+03   2.4797938e+03   2.4386317e+03   2.3974695e+03   2.3525739e+03   2.3078190e+03   2.2630642e+03   2.2183093e+03   2.1718120e+03   2.1251142e+03   2.0788023e+03   2.0324904e+03   1.9853318e+03   1.9376891e+03   1.8907962e+03   1.8439033e+03   1.7966988e+03   1.7486506e+03   1.7016779e+03   1.6547052e+03   1.6077325e+03   1.5594346e+03   1.5125842e+03   1.4657338e+03   1.4188835e+03   1.3705747e+03   1.3242738e+03   1.2779730e+03   1.2316721e+03   1.1842980e+03   1.1405703e+03   1.0968425e+03   1.0531147e+03   1.0131400e+03   9.7683011e+02   9.4052017e+02   9.0421023e+02   8.7254251e+02   8.4369031e+02   8.1469483e+02   7.8569936e+02   7.5729314e+02   7.3112677e+02   7.0517336e+02   6.7921996e+02   6.5282161e+02   6.2936985e+02   6.0813385e+02   5.8689785e+02   5.6647490e+02   5.5974148e+02   5.5249143e+02   5.4524138e+02   5.3799134e+02   5.4824534e+02   5.5474108e+02   5.6123682e+02   5.6773256e+02   5.7954493e+02   5.8977578e+02   6.0000664e+02   6.1023749e+02   6.2191398e+02   6.3222283e+02   6.4253168e+02   6.5284052e+02   6.6216067e+02   6.7156499e+02   6.8096932e+02   6.9037365e+02   6.9744745e+02   7.0546529e+02   7.1400379e+02   7.2254230e+02   7.2935834e+02   7.3658606e+02   7.4543114e+02   7.5427621e+02   7.6220122e+02   7.7093046e+02   7.8369411e+02   7.9645777e+02   8.0922142e+02   8.3442862e+02   8.6043754e+02   8.8644646e+02   9.1245538e+02   9.5389626e+02   9.9332507e+02   1.0327539e+03   1.0721827e+03   1.1163433e+03   1.1602591e+03   1.2041750e+03   1.2480909e+03   1.2930710e+03   1.3386892e+03   1.3843074e+03   1.4299256e+03   1.4778198e+03   1.5263711e+03   1.5748701e+03   1.6233690e+03   1.6743094e+03   1.7262901e+03   1.7775668e+03   1.8288434e+03   1.8810282e+03   1.9339385e+03   1.9857160e+03   2.0374935e+03   2.0894856e+03   2.1416867e+03   2.1920903e+03   2.2424939e+03   2.2928975e+03   2.3409576e+03   2.3874725e+03   2.4339874e+03
   2.5444572e+03   2.5032029e+03   2.4600977e+03   2.4189356e+03   2.3777734e+03   2.3328468e+03   2.2842459e+03   2.2394910e+03   2.1947362e+03   2.1482388e+03   2.0988137e+03   2.0521029e+03   2.0057909e+03   1.9586323e+03   1.9088095e+03   1.8611545e+03   1.8142616e+03   1.7670571e+03   1.7173113e+03   1.6692513e+03   1.6222786e+03   1.5753059e+03   1.5256122e+03   1.4772387e+03   1.4303883e+03   1.3835380e+03   1.3338818e+03   1.2850433e+03   1.2387425e+03   1.1924416e+03   1.1438014e+03   1.0954627e+03   1.0517350e+03   1.0080072e+03   9.6793745e+02   9.3059126e+02   8.9428132e+02   8.5797138e+02   8.2630366e+02   8.0032133e+02   7.7148184e+02   7.4248637e+02   7.1408014e+02   6.8694027e+02   6.6076890e+02   6.3481549e+02   6.0841714e+02   5.8006649e+02   5.5658472e+02   5.3534872e+02   5.1492577e+02   5.0884091e+02   5.0211240e+02   4.9486235e+02   4.8761231e+02   5.0199678e+02   5.1412926e+02   5.2062499e+02   5.2712073e+02   5.4032699e+02   5.5394571e+02   5.6417656e+02   5.7440741e+02   5.8653495e+02   5.9920985e+02   6.0951870e+02   6.1982754e+02   6.2911792e+02   6.3751550e+02   6.4691982e+02   6.5632415e+02   6.6339796e+02   6.6688636e+02   6.7488288e+02   6.8342139e+02   6.9023743e+02   6.9220151e+02   6.9940020e+02   7.0824528e+02   7.1617028e+02   7.1794069e+02   7.2662355e+02   7.3938720e+02   7.5215086e+02   7.7657513e+02   8.0179785e+02   8.2780677e+02   8.5381569e+02   8.9808464e+02   9.4237935e+02   9.8180816e+02   1.0212370e+03   1.0660834e+03   1.1122173e+03   1.1561332e+03   1.2000491e+03   1.2450375e+03   1.2907262e+03   1.3363444e+03   1.3819626e+03   1.4298568e+03   1.4803143e+03   1.5288738e+03   1.5773728e+03   1.6283132e+03   1.6840272e+03   1.7360266e+03   1.7873032e+03   1.8394880e+03   1.8951635e+03   1.9480902e+03   1.9998677e+03   2.0518598e+03   2.1065173e+03   2.1587363e+03   2.2091399e+03   2.2595435e+03   2.3087884e+03   2.3567892e+03   2.4033041e+03
